TransactionDate,SettlementDate,TransactionAccount,CurrencyPair,PrimaryCurrencyQuantity,SecondaryCurrencyQuantity
2/3/2021,2/5/2021,Client B,EUR/USD,12000,-13121
2/3/2021,2/5/2021,Client B,EUR/USD,12000,-13111
2/3/2021,2/5/2021,Client B,EUR/USD,11000,-12028
2/3/2021,2/5/2021,Client B,EUR/USD,11000,-12012
2/3/2021,2/5/2021,Client B,EUR/USD,11000,-12012
2/3/2021,2/5/2021,Client B,EUR/USD,10000,-10936
2/3/2021,2/5/2021,Client B,EUR/USD,10000,-10934
2/3/2021,2/5/2021,Client A,EUR/USD,10000,-10932
2/3/2021,2/5/2021,Client B,EUR/USD,10000,-10932
2/3/2021,2/5/2021,Client B,EUR/USD,10000,-10931
2/3/2021,2/5/2021,Client C,EUR/USD,10000,-10926
2/3/2021,2/5/2021,Client C,EUR/USD,10000,-10926
2/3/2021,2/5/2021,Client C,EUR/USD,10000,-10926
2/3/2021,2/5/2021,Client B,EUR/USD,10000,-10925
2/3/2021,2/5/2021,Client B,EUR/USD,10000,-10925
2/3/2021,2/5/2021,Client B,EUR/USD,10000,-10925
2/3/2021,2/5/2021,Client C,EUR/USD,10000,-10921
2/3/2021,2/5/2021,Client B,EUR/USD,10000,-10916
2/3/2021,2/5/2021,Client C,EUR/USD,10000,-10916
2/3/2021,2/5/2021,Client B,EUR/USD,10000,-10915
2/3/2021,2/5/2021,Client B,EUR/USD,10000,-10915
2/3/2021,2/5/2021,Client B,EUR/USD,9000,-9842
2/3/2021,2/5/2021,Client B,EUR/USD,9000,-9842
2/3/2021,2/5/2021,Client B,EUR/USD,9000,-9841
2/3/2021,2/5/2021,Client B,EUR/USD,9000,-9841
2/3/2021,2/5/2021,Client B,EUR/USD,9000,-9841
2/3/2021,2/5/2021,Client B,EUR/USD,9000,-9839
2/3/2021,2/5/2021,Client B,EUR/USD,9000,-9839
2/3/2021,2/5/2021,Client B,EUR/USD,9000,-9839
2/3/2021,2/5/2021,Client B,EUR/USD,8000,-8747
2/3/2021,2/5/2021,Client B,EUR/USD,8000,-8746
2/3/2021,2/5/2021,Client C,EUR/USD,8000,-8743
2/3/2021,2/5/2021,Client B,EUR/USD,8000,-8741
2/3/2021,2/5/2021,Client B,EUR/USD,8000,-8741
2/3/2021,2/5/2021,Client B,EUR/USD,8000,-8741
2/3/2021,2/5/2021,Client B,EUR/USD,8000,-8741
2/3/2021,2/5/2021,Client B,EUR/USD,8000,-8740
2/3/2021,2/5/2021,Client B,EUR/USD,8000,-8740
2/3/2021,2/5/2021,Client B,EUR/USD,8000,-8738
2/3/2021,2/5/2021,Client B,EUR/USD,8000,-8737
2/3/2021,2/5/2021,Client C,EUR/USD,7000,-7647
2/3/2021,2/5/2021,Client B,EUR/USD,6000,-6561
2/3/2021,2/5/2021,Client B,EUR/USD,6000,-6561
2/3/2021,2/5/2021,Client B,EUR/USD,6000,-6556
2/3/2021,2/5/2021,Client B,EUR/USD,6000,-6555
2/3/2021,2/5/2021,Client B,EUR/USD,6000,-6555
2/3/2021,2/5/2021,Client B,EUR/USD,6000,-6554
2/3/2021,2/5/2021,Client B,EUR/USD,6000,-6554
2/3/2021,2/5/2021,Client B,EUR/USD,6000,-6554
2/3/2021,2/5/2021,Client C,EUR/USD,6000,-6553
2/3/2021,2/5/2021,Client B,EUR/USD,6000,-6553
2/3/2021,2/5/2021,Client B,EUR/USD,6000,-6551
2/3/2021,2/5/2021,Client B,EUR/USD,6000,-6549
2/3/2021,2/5/2021,Client C,EUR/USD,5000,-5468
2/3/2021,2/5/2021,Client B,EUR/USD,5000,-5467
2/3/2021,2/5/2021,Client B,EUR/USD,5000,-5466
2/3/2021,2/5/2021,Client B,EUR/USD,5000,-5464
2/3/2021,2/5/2021,Client B,EUR/USD,5000,-5463
2/3/2021,2/5/2021,Client B,EUR/USD,5000,-5463
2/3/2021,2/5/2021,Client B,EUR/USD,5000,-5463
2/3/2021,2/5/2021,Client B,EUR/USD,5000,-5463
2/3/2021,2/5/2021,Client B,EUR/USD,5000,-5462
2/3/2021,2/5/2021,Client B,EUR/USD,5000,-5462
2/3/2021,2/5/2021,Client B,EUR/USD,5000,-5462
2/3/2021,2/5/2021,Client B,EUR/USD,5000,-5462
2/3/2021,2/5/2021,Client B,EUR/USD,5000,-5462
2/3/2021,2/5/2021,Client B,EUR/USD,5000,-5461
2/3/2021,2/5/2021,Client B,EUR/USD,5000,-5461
2/3/2021,2/5/2021,Client B,EUR/USD,5000,-5461
2/3/2021,2/5/2021,Client B,EUR/USD,5000,-5460
2/3/2021,2/5/2021,Client B,EUR/USD,5000,-5460
2/3/2021,2/5/2021,Client B,EUR/USD,5000,-5460
2/3/2021,2/5/2021,Client B,EUR/USD,5000,-5460
2/3/2021,2/5/2021,Client B,EUR/USD,5000,-5460
2/3/2021,2/5/2021,Client B,EUR/USD,5000,-5460
2/3/2021,2/5/2021,Client B,EUR/USD,5000,-5460
2/3/2021,2/5/2021,Client B,EUR/USD,5000,-5459
2/3/2021,2/5/2021,Client B,EUR/USD,5000,-5457
2/3/2021,2/5/2021,Client B,EUR/USD,4000,-4374
2/3/2021,2/5/2021,Client B,EUR/USD,4000,-4370
2/3/2021,2/5/2021,Client B,EUR/USD,4000,-4370
2/3/2021,2/5/2021,Client B,EUR/USD,4000,-4370
2/3/2021,2/5/2021,Client B,EUR/USD,4000,-4370
2/3/2021,2/5/2021,Client B,EUR/USD,4000,-4370
2/3/2021,2/5/2021,Client B,EUR/USD,4000,-4370
2/3/2021,2/5/2021,Client B,EUR/USD,4000,-4370
2/3/2021,2/5/2021,Client B,EUR/USD,4000,-4370
2/3/2021,2/5/2021,Client B,EUR/USD,4000,-4370
2/3/2021,2/5/2021,Client B,EUR/USD,4000,-4370
2/3/2021,2/5/2021,Client B,EUR/USD,4000,-4370
2/3/2021,2/5/2021,Client B,EUR/USD,4000,-4370
2/3/2021,2/5/2021,Client B,EUR/USD,4000,-4370
2/3/2021,2/5/2021,Client B,EUR/USD,4000,-4369
2/3/2021,2/5/2021,Client B,EUR/USD,4000,-4369
2/3/2021,2/5/2021,Client B,EUR/USD,4000,-4369
2/3/2021,2/5/2021,Client B,EUR/USD,4000,-4368
2/3/2021,2/5/2021,Client B,EUR/USD,4000,-4368
2/3/2021,2/5/2021,Client B,EUR/USD,4000,-4368
2/3/2021,2/5/2021,Client B,EUR/USD,4000,-4367
2/3/2021,2/5/2021,Client C,EUR/USD,4000,-4366
2/3/2021,2/5/2021,Client B,EUR/USD,4000,-4366
2/3/2021,2/5/2021,Client B,EUR/USD,4000,-4366
2/3/2021,2/5/2021,Client B,EUR/USD,3000,-3280
2/3/2021,2/5/2021,Client B,EUR/USD,3000,-3280
2/3/2021,2/5/2021,Client B,EUR/USD,3000,-3280
2/3/2021,2/5/2021,Client B,EUR/USD,3000,-3280
2/3/2021,2/5/2021,Client B,EUR/USD,3000,-3280
2/3/2021,2/5/2021,Client C,EUR/USD,3000,-3280
2/3/2021,2/5/2021,Client B,EUR/USD,3000,-3280
2/3/2021,2/5/2021,Client B,EUR/USD,3000,-3280
2/3/2021,2/5/2021,Client B,EUR/USD,3000,-3280
2/3/2021,2/5/2021,Client B,EUR/USD,3000,-3280
2/3/2021,2/5/2021,Client B,EUR/USD,3000,-3280
2/3/2021,2/5/2021,Client B,EUR/USD,3000,-3280
2/3/2021,2/5/2021,Client C,EUR/USD,3000,-3280
2/3/2021,2/5/2021,Client B,EUR/USD,3000,-3279
2/3/2021,2/5/2021,Client B,EUR/USD,3000,-3278
2/3/2021,2/5/2021,Client B,EUR/USD,3000,-3277
2/3/2021,2/5/2021,Client C,EUR/USD,3000,-3276
2/3/2021,2/5/2021,Client B,EUR/USD,3000,-3275
2/3/2021,2/5/2021,Client C,EUR/USD,3000,-3274
2/3/2021,2/5/2021,Client C,EUR/USD,3000,-3274
2/3/2021,2/5/2021,Client C,EUR/USD,2000,-2187
2/3/2021,2/5/2021,Client C,EUR/USD,2000,-2187
2/3/2021,2/5/2021,Client C,EUR/USD,2000,-2187
2/3/2021,2/5/2021,Client C,EUR/USD,2000,-2187
2/3/2021,2/5/2021,Client B,EUR/USD,2000,-2187
2/3/2021,2/5/2021,Client B,EUR/USD,2000,-2186
2/3/2021,2/5/2021,Client B,EUR/USD,2000,-2186
2/3/2021,2/5/2021,Client B,EUR/USD,2000,-2186
2/3/2021,2/5/2021,Client C,EUR/USD,2000,-2186
2/3/2021,2/5/2021,Client B,EUR/USD,2000,-2185
2/3/2021,2/5/2021,Client B,EUR/USD,2000,-2185
2/3/2021,2/5/2021,Client C,EUR/USD,2000,-2185
2/3/2021,2/5/2021,Client C,EUR/USD,2000,-2185
2/3/2021,2/5/2021,Client B,EUR/USD,2000,-2185
2/3/2021,2/5/2021,Client B,EUR/USD,2000,-2185
2/3/2021,2/5/2021,Client B,EUR/USD,2000,-2185
2/3/2021,2/5/2021,Client B,EUR/USD,2000,-2185
2/3/2021,2/5/2021,Client B,EUR/USD,2000,-2185
2/3/2021,2/5/2021,Client B,EUR/USD,2000,-2185
2/3/2021,2/5/2021,Client B,EUR/USD,2000,-2185
2/3/2021,2/5/2021,Client C,EUR/USD,2000,-2185
2/3/2021,2/5/2021,Client C,EUR/USD,2000,-2185
2/3/2021,2/5/2021,Client B,EUR/USD,2000,-2185
2/3/2021,2/5/2021,Client B,EUR/USD,2000,-2185
2/3/2021,2/5/2021,Client B,EUR/USD,2000,-2185
2/3/2021,2/5/2021,Client B,EUR/USD,2000,-2185
2/3/2021,2/5/2021,Client B,EUR/USD,2000,-2185
2/3/2021,2/5/2021,Client B,EUR/USD,2000,-2185
2/3/2021,2/5/2021,Client B,EUR/USD,2000,-2185
2/3/2021,2/5/2021,Client B,EUR/USD,2000,-2185
2/3/2021,2/5/2021,Client B,EUR/USD,2000,-2185
2/3/2021,2/5/2021,Client B,EUR/USD,2000,-2185
2/3/2021,2/5/2021,Client B,EUR/USD,2000,-2185
2/3/2021,2/5/2021,Client B,EUR/USD,2000,-2185
2/3/2021,2/5/2021,Client B,EUR/USD,2000,-2185
2/3/2021,2/5/2021,Client B,EUR/USD,2000,-2185
2/3/2021,2/5/2021,Client B,EUR/USD,2000,-2185
2/3/2021,2/5/2021,Client B,EUR/USD,2000,-2185
2/3/2021,2/5/2021,Client B,EUR/USD,2000,-2185
2/3/2021,2/5/2021,Client B,EUR/USD,2000,-2185
2/3/2021,2/5/2021,Client B,EUR/USD,2000,-2185
2/3/2021,2/5/2021,Client B,EUR/USD,2000,-2185
2/3/2021,2/5/2021,Client B,EUR/USD,2000,-2185
2/3/2021,2/5/2021,Client B,EUR/USD,2000,-2185
2/3/2021,2/5/2021,Client B,EUR/USD,2000,-2185
2/3/2021,2/5/2021,Client C,EUR/USD,2000,-2185
2/3/2021,2/5/2021,Client B,EUR/USD,2000,-2185
2/3/2021,2/5/2021,Client C,EUR/USD,2000,-2185
2/3/2021,2/5/2021,Client B,EUR/USD,2000,-2185
2/3/2021,2/5/2021,Client B,EUR/USD,2000,-2185
2/3/2021,2/5/2021,Client B,EUR/USD,2000,-2185
2/3/2021,2/5/2021,Client B,EUR/USD,2000,-2185
2/3/2021,2/5/2021,Client B,EUR/USD,2000,-2185
2/3/2021,2/5/2021,Client B,EUR/USD,2000,-2185
2/3/2021,2/5/2021,Client B,EUR/USD,2000,-2185
2/3/2021,2/5/2021,Client B,EUR/USD,2000,-2185
2/3/2021,2/5/2021,Client B,EUR/USD,2000,-2185
2/3/2021,2/5/2021,Client B,EUR/USD,2000,-2184
2/3/2021,2/5/2021,Client B,EUR/USD,2000,-2184
2/3/2021,2/5/2021,Client B,EUR/USD,2000,-2184
2/3/2021,2/5/2021,Client B,EUR/USD,2000,-2184
2/3/2021,2/5/2021,Client B,EUR/USD,2000,-2184
2/3/2021,2/5/2021,Client B,EUR/USD,2000,-2184
2/3/2021,2/5/2021,Client B,EUR/USD,2000,-2184
2/3/2021,2/5/2021,Client B,EUR/USD,2000,-2184
2/3/2021,2/5/2021,Client B,EUR/USD,2000,-2184
2/3/2021,2/5/2021,Client B,EUR/USD,2000,-2184
2/3/2021,2/5/2021,Client B,EUR/USD,2000,-2184
2/3/2021,2/5/2021,Client B,EUR/USD,2000,-2184
2/3/2021,2/5/2021,Client B,EUR/USD,2000,-2184
2/3/2021,2/5/2021,Client B,EUR/USD,2000,-2184
2/3/2021,2/5/2021,Client B,EUR/USD,2000,-2184
2/3/2021,2/5/2021,Client B,EUR/USD,2000,-2184
2/3/2021,2/5/2021,Client B,EUR/USD,2000,-2184
2/3/2021,2/5/2021,Client B,EUR/USD,2000,-2184
2/3/2021,2/5/2021,Client B,EUR/USD,2000,-2184
2/3/2021,2/5/2021,Client B,EUR/USD,2000,-2183
2/3/2021,2/5/2021,Client B,EUR/USD,2000,-2183
2/3/2021,2/5/2021,Client B,EUR/USD,2000,-2183
2/3/2021,2/5/2021,Client B,EUR/USD,2000,-2183
2/3/2021,2/5/2021,Client C,EUR/USD,2000,-2183
2/3/2021,2/5/2021,Client C,EUR/USD,2000,-2183
2/3/2021,2/5/2021,Client C,EUR/USD,2000,-2183
2/3/2021,2/5/2021,Client B,EUR/USD,2000,-2183
2/3/2021,2/5/2021,Client B,EUR/USD,2000,-2183
2/3/2021,2/5/2021,Client B,EUR/USD,1248,-1365
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1094
2/3/2021,2/5/2021,Client C,EUR/USD,1000,-1094
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1094
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1094
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1094
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1094
2/3/2021,2/5/2021,Client C,EUR/USD,1000,-1094
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1094
2/3/2021,2/5/2021,Client C,EUR/USD,1000,-1094
2/3/2021,2/5/2021,Client C,EUR/USD,1000,-1094
2/3/2021,2/5/2021,Client C,EUR/USD,1000,-1094
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1094
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1094
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1094
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1094
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1094
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1094
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1094
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1094
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1093
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1093
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1093
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1093
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1093
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1093
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1093
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1093
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1093
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1093
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1093
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1093
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1093
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1093
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1093
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1093
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1093
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1093
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1093
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1093
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1093
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1093
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1093
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1093
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1093
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1093
2/3/2021,2/5/2021,Client C,EUR/USD,1000,-1093
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1093
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1093
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1093
2/3/2021,2/5/2021,Client C,EUR/USD,1000,-1093
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1093
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1093
2/3/2021,2/5/2021,Client C,EUR/USD,1000,-1093
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1093
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1093
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1093
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1093
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1093
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1093
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1093
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1093
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1093
2/3/2021,2/5/2021,Client C,EUR/USD,1000,-1093
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1093
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1093
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1093
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1093
2/3/2021,2/5/2021,Client C,EUR/USD,1000,-1093
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1093
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1093
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1093
2/3/2021,2/5/2021,Client C,EUR/USD,1000,-1093
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1093
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1093
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1093
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1093
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1093
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1093
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1093
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1093
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1093
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1093
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1093
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1093
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1093
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1093
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1093
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1093
2/3/2021,2/5/2021,Client C,EUR/USD,1000,-1093
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1093
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1093
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1093
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1093
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1093
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1093
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1093
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1093
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1093
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1093
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1093
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1093
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1093
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1093
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1093
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1093
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1093
2/3/2021,2/5/2021,Client C,EUR/USD,1000,-1093
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1093
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1093
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1093
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1093
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1093
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1093
2/3/2021,2/5/2021,Client C,EUR/USD,1000,-1093
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1093
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1092
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1092
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1092
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1092
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1092
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1092
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1092
2/3/2021,2/5/2021,Client C,EUR/USD,1000,-1092
2/3/2021,2/5/2021,Client C,EUR/USD,1000,-1092
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1092
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1092
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1092
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1092
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1092
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1092
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1092
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1092
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1092
2/3/2021,2/5/2021,Client C,EUR/USD,1000,-1092
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1092
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1092
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1092
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1092
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1092
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1092
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1092
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1092
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1092
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1092
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1092
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1092
2/3/2021,2/5/2021,Client C,EUR/USD,1000,-1092
2/3/2021,2/5/2021,Client C,EUR/USD,1000,-1092
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1092
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1092
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1092
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1092
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1092
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1092
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1092
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1092
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1092
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1092
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1092
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1092
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1092
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1092
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1092
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1092
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1092
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1092
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1092
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1092
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1092
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1092
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1092
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1092
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1092
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1092
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1092
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1092
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1092
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1092
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1092
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1092
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1092
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1092
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1092
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1092
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1092
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1092
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1092
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1092
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1092
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1092
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1092
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1092
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1092
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1092
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1092
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1092
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1092
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1092
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1092
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1092
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1092
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1092
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1092
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1092
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1092
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1092
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1092
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1092
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1092
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1092
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1092
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1092
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1092
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1092
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1092
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1092
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1092
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1092
2/3/2021,2/5/2021,Client C,EUR/USD,1000,-1092
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1092
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1092
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1092
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1092
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1092
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1092
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1092
2/3/2021,2/5/2021,Client B,EUR/USD,1000,-1092
